label,message
spam,LIC Policy: You're eligible for bonus amount. Contact 08010571000 to claim.
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Let's meet for chai at the usual place at 5 PM?
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
ham,Dinner at Saravana Bhavan tonight? My treat!
ham,Did you finish the project report? Need to submit it by EOD.
spam,Your SIM has been deactivated. Reactivate now by calling 07150456904
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 917374997706
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at +918163971710
ham,Don't forget to pay the electricity bill today to avoid late fee.
spam,Airtel: Your account has won a special bonus. Dial +917001819304 to redeem now.
ham,Don't forget to bring milk on your way back from office.
ham,Did you finish the project report? Need to submit it by EOD.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 07353764915
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 917421522431
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 917950377206 to process.
spam,Your WhatsApp account will be banned in 24 hours. Verify at +919275364762
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,You have won a free trip to Goa! Text YES to 08694452925 to claim your package.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at 917826755972
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call +919534152230
spam,You have won a free trip to Goa! Text YES to +917000106664 to claim your package.
ham,Call me when you're free. Need to discuss something important.
ham,Did you finish the project report? Need to submit it by EOD.
spam,LIC Policy: You're eligible for bonus amount. Contact +919515018143 to claim.
ham,Can you pick up the kids from school today? I have a meeting.
spam,LIC Policy: You're eligible for bonus amount. Contact 918066733952 to claim.
spam,Win ₹10000 cash prize! Call +919486698053 to claim your reward. Hurry!
ham,Let's meet for chai at the usual place at 5 PM?
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,URGENT: Your PAN card has been blocked. Verify immediately at 919172137499
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 918881698359 to process.
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at +917727433356
ham,Don't forget to bring milk on your way back from office.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 09976981840
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at 918425125275
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at +919077891078
spam,You have won a free trip to Goa! Text YES to 07820158106 to claim your package.
ham,Don't forget to bring milk on your way back from office.
ham,Dinner at Saravana Bhavan tonight? My treat!
ham,Call me when you're free. Need to discuss something important.
spam,Airtel: Your account has won a special bonus. Dial 07393450276 to redeem now.
ham,Call me when you're free. Need to discuss something important.
spam,URGENT: Your PAN card has been blocked. Verify immediately at +918192344471
spam,URGENT: Your PAN card has been blocked. Verify immediately at 09920837745
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Can you pick up the kids from school today? I have a meeting.
ham,Call me when you're free. Need to discuss something important.
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at +919578057918
ham,Call me when you're free. Need to discuss something important.
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at 09456051390
ham,Your parcel has been delivered. Check at the security desk.
ham,Remember to wish Papa happy birthday at midnight!
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
ham,Did you finish the project report? Need to submit it by EOD.
ham,Can you pick up the kids from school today? I have a meeting.
spam,You have won a free trip to Goa! Text YES to 918462682351 to claim your package.
ham,Dinner at Saravana Bhavan tonight? My treat!
ham,Can you pick up the kids from school today? I have a meeting.
spam,Win ₹10000 cash prize! Call 09188196210 to claim your reward. Hurry!
ham,Did you finish the project report? Need to submit it by EOD.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Did you finish the project report? Need to submit it by EOD.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at +918728478296
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 09158174770
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Let's meet for chai at the usual place at 5 PM?
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
spam,Your WhatsApp account will be banned in 24 hours. Verify at 917950543732
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at 09632207171
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
ham,Don't forget to bring milk on your way back from office.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 919449062652
spam,Airtel: Your account has won a special bonus. Dial 919661662558 to redeem now.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
spam,Aadhaar Alert: Your document needs verification. Contact 08417057734 immediately.
ham,Can you pick up the kids from school today? I have a meeting.
spam,Airtel: Your account has won a special bonus. Dial +918413358183 to redeem now.
ham,Can you pick up the kids from school today? I have a meeting.
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 917477112912 to process.
spam,You have won a free trip to Goa! Text YES to 919771634451 to claim your package.
ham,Call me when you're free. Need to discuss something important.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call +917953622728
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
spam,Win ₹10000 cash prize! Call +917938105403 to claim your reward. Hurry!
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Call me when you're free. Need to discuss something important.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at +917061047710
ham,Dinner at Saravana Bhavan tonight? My treat!
spam,You have won a free trip to Goa! Text YES to 919112450703 to claim your package.
ham,Did you finish the project report? Need to submit it by EOD.
spam,LIC Policy: You're eligible for bonus amount. Contact 09006921615 to claim.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call +918987849509
ham,Did you finish the project report? Need to submit it by EOD.
ham,Let's meet for chai at the usual place at 5 PM?
ham,Your parcel has been delivered. Check at the security desk.
ham,Call me when you're free. Need to discuss something important.
ham,Dinner at Saravana Bhavan tonight? My treat!
spam,You have won a free trip to Goa! Text YES to 918851348501 to claim your package.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call +917548613706
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 917299624439
ham,Call me when you're free. Need to discuss something important.
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 08857007291 to process.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call +918540531427 to process.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 919042441586
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call +918730074613 to process.
ham,Let's meet for chai at the usual place at 5 PM?
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Did you finish the project report? Need to submit it by EOD.
ham,Call me when you're free. Need to discuss something important.
spam,Your SIM has been deactivated. Reactivate now by calling +919399513211
ham,Call me when you're free. Need to discuss something important.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,You have won a free trip to Goa! Text YES to +918879736538 to claim your package.
ham,Did you finish the project report? Need to submit it by EOD.
spam,LIC Policy: You're eligible for bonus amount. Contact 08280381539 to claim.
ham,Can you pick up the kids from school today? I have a meeting.
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at 07425376655
ham,Your parcel has been delivered. Check at the security desk.
ham,Dinner at Saravana Bhavan tonight? My treat!
ham,Let's meet for chai at the usual place at 5 PM?
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Let's meet for chai at the usual place at 5 PM?
ham,Remember to wish Papa happy birthday at midnight!
ham,Call me when you're free. Need to discuss something important.
ham,Did you finish the project report? Need to submit it by EOD.
spam,Your SIM has been deactivated. Reactivate now by calling 918572150613
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
spam,URGENT: Your PAN card has been blocked. Verify immediately at +918903286574
ham,Don't forget to pay the electricity bill today to avoid late fee.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 917869177494
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at +917806365756
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at +918842783473
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 09298477703
spam,Airtel: Your account has won a special bonus. Dial +919021488320 to redeem now.
spam,You have won a free trip to Goa! Text YES to 09248570530 to claim your package.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 09494632662
spam,Aadhaar Alert: Your document needs verification. Contact 09651590134 immediately.
ham,Call me when you're free. Need to discuss something important.
spam,Aadhaar Alert: Your document needs verification. Contact 07208264990 immediately.
ham,Did you finish the project report? Need to submit it by EOD.
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call +919791718715 to process.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
ham,Did you finish the project report? Need to submit it by EOD.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 07461872470
spam,Aadhaar Alert: Your document needs verification. Contact 917993567003 immediately.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
spam,Airtel: Your account has won a special bonus. Dial 09377434446 to redeem now.
spam,Your WhatsApp account will be banned in 24 hours. Verify at 918649882207
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 09983304793
spam,Win ₹10000 cash prize! Call 919817609987 to claim your reward. Hurry!
spam,Win ₹10000 cash prize! Call +918828119004 to claim your reward. Hurry!
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
ham,Let's meet for chai at the usual place at 5 PM?
ham,Can you pick up the kids from school today? I have a meeting.
spam,URGENT: Your PAN card has been blocked. Verify immediately at 918771482998
spam,Airtel: Your account has won a special bonus. Dial 918836952031 to redeem now.
ham,Call me when you're free. Need to discuss something important.
ham,Let's meet for chai at the usual place at 5 PM?
spam,Your WhatsApp account will be banned in 24 hours. Verify at +917239575834
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at 919887611114
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
ham,Dinner at Saravana Bhavan tonight? My treat!
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 917265936521
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at 917049447274
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 09463002088
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call +918338206959
